ENSEMBLE_GENE	GENE_SYMBOL	HUMAN_EXPR	APE_EXPR	FOLD_CHANGE	LOG2FC	WILCOX_STAT	P_T_TEST	P_PERM	P_WILCOX	FDR
ENSG00000149380	P4HA3	12	39.5	0.30379746835443	-1.71881824745595	103	0.0617209275154327	0.002	0.00543526493720026	0.0131866406781004
ENSG00000254635	WAC-AS1	394	1296.5	0.303895102198226	-1.71835467139692	0	9.68902216444323e-12	0	4.63793323910126e-08	6.40848620484628e-07
ENSG00000136856	SLC2A8	681	207	3.28985507246377	1.71802403051275	400	7.47789340207356e-07	0	2.01687713557271e-08	6.40848620484628e-07
ENSG00000235217	TSPY26P	57	187.5	0.304	-1.7178567712185	38	2.62587924312886e-06	0	7.69649533410894e-06	4.15884300003771e-05
ENSG00000268163	AC004076.9	19	62.5	0.304	-1.7178567712185	73.5	0.000345281595257042	0	0.000387135597600956	0.00130894079456535
ENSG00000228158	TLE1P1	23	7	3.28571428571429	1.71620703399941	374	1.86945984242499e-05	0	1.9466223858821e-05	9.46181403892617e-05
ENSG00000262728	RP11-1000B6.8	7	23	0.304347826086957	-1.71620703399941	76	0.000202084111353772	0	0.000489090295915579	0.00160304795093421
ENSG00000253982	CTD-2336O2.1	312	95	3.28421052631579	1.7155466105313	410	2.44135845008843e-09	0	1.95235628818393e-07	1.7932103135945e-06
ENSG00000198805	PNP	325	99	3.28282828282828	1.71493928783621	328	0.0042415209906989	0.001	0.00217739068666625	0.00591982333553091
ENSG00000260931	RP11-65L3.1	64	19.5	3.28205128205128	1.71459778113775	350.5	0.00133043525819913	0.001	0.000259279179655927	0.000917746763987794
ENSG00000146707	POMZP3	236	774	0.304909560723514	-1.71354670678257	0	1.30868914492287e-08	0	4.64416051789926e-08	6.40848620484628e-07
ENSG00000255468	RP11-867G23.8	9	29.5	0.305084745762712	-1.71271804791953	4.5	1.55233132466902e-11	0	8.60074442053698e-08	9.49454727208298e-07
ENSG00000272667	RP11-395A13.2	77	23.5	3.27659574468085	1.71219768901726	382	1.11997917838121e-06	0	7.64750083848963e-06	4.14906398740193e-05
ENSG00000196313	POM121	940	287	3.27526132404181	1.71161001988931	420	6.51751845443142e-09	0	7.43138222392301e-12	1.57457405077853e-09
ENSG00000215105	TTC3P1	90	27.5	3.27272727272727	1.71049338280502	401.5	6.91128083555692e-08	0	6.26861803419643e-07	4.73813265684084e-06
ENSG00000248406	CTD-3105H18.4	18	5.5	3.27272727272727	1.71049338280502	370	5.06032832580523e-06	0	3.05707753761705e-05	0.000140418911139263
ENSG00000158825	CDA	36	11	3.27272727272727	1.71049338280502	330	0.00880359552076788	0	0.00181480476264484	0.00503885132420974
ENSG00000236189	RPL18AP15	11	36	0.305555555555556	-1.71049338280501	13.5	3.49342914561313e-05	0	3.13783953940198e-07	2.66743434529405e-06
ENSG00000258910	RP11-19E11.1	11	36	0.305555555555556	-1.71049338280501	43.5	2.55284546861285e-05	0	1.47714006920982e-05	7.42526659790294e-05
ENSG00000132321	IQCA1	13	42.5	0.305882352941176	-1.70895121799661	73.5	0.00112421855821051	0	0.000385319317340488	0.00130369456528062
ENSG00000171303	KCNK3	13	42.5	0.305882352941176	-1.70895121799661	113.5	0.0672747005008227	0.008	0.0122312046447029	0.0265875220655125
ENSG00000251495	PPIAP11	98	30	3.26666666666667	1.70781924850669	375.5	0.000142265446629581	0	1.67668347256979e-05	8.28046311453326e-05
ENSG00000155307	SAMSN1	49	15	3.26666666666667	1.70781924850669	336.5	0.084193576238441	0.012	0.00101088007164202	0.00302726319326838
ENSG00000154328	NEIL2	656	201	3.2636815920398	1.70650031343915	405.5	1.24667271072384e-09	0	3.65276663383822e-07	3.01036246423179e-06
ENSG00000136378	ADAMTS7	57	186	0.306451612903226	-1.70626879694329	20	5.44937879814829e-06	0	7.67696395450658e-07	5.64646137037259e-06
ENSG00000123870	ZNF137P	31	9.5	3.26315789473684	1.70626879694329	355.5	4.22709444491057e-05	0	0.000152775265509606	0.000579264307651873
ENSG00000261490	RP11-448G15.3	62	19	3.26315789473684	1.70626879694329	339	0.00114406009537833	0	0.000799403900459703	0.00246244393599476
ENSG00000144644	GADL1	425	1385.5	0.306748466257669	-1.70487196445635	110	0.00589099048550969	0.001	0.00841742997761762	0.0192218632180966
ENSG00000273000	KB-1572G7.2	202	62	3.25806451612903	1.70401517236492	406	4.23955046255523e-05	0	3.39389844036773e-07	2.83987689046438e-06
ENSG00000204228	HSD17B8	204	664	0.307228915662651	-1.70261408937543	20	4.58738892482747e-07	0	2.01687713557271e-08	6.40848620484628e-07
ENSG00000166446	CDYL2	51	166	0.307228915662651	-1.70261408937543	57	3.36538527594048e-05	0	6.94889391067301e-05	0.000287539570721794
ENSG00000156313	RPGR	301	92.5	3.25405405405405	1.70223821624339	331	0.109328944008293	0.001	0.00167135594481739	0.00469165275620184
ENSG00000132688	NES	2321	7550.5	0.307396861135024	-1.70182566130973	40	0.00325873586294849	0	1.49268972764385e-06	9.97066138414306e-06
ENSG00000107614	TRDMT1	151	491	0.307535641547862	-1.70117447498961	5.5	7.62122277607605e-08	0	1.02955422943733e-07	1.08604743528172e-06
ENSG00000265545	RP11-183C12.1	8	26	0.307692307692308	-1.70043971814109	7	2.03659206926702e-06	0	1.23618290524217e-07	1.24471048276939e-06
ENSG00000226478	UPF3AP1	13	4	3.25	1.70043971814109	406.5	2.13323479479661e-09	0	2.97120349523844e-07	2.53672291480387e-06
ENSG00000240591	RP11-247I13.11	13	4	3.25	1.70043971814109	391	2.52086491458114e-05	0	2.38067313616328e-06	1.50985401184736e-05
ENSG00000263508	RP11-963H4.3	4	13	0.307692307692308	-1.70043971814109	33	1.49741376146536e-06	0	3.72616642323869e-06	2.22227933928324e-05
ENSG00000188825	LINC00910	18	58.5	0.307692307692308	-1.70043971814109	33.5	6.406127323773e-06	0	4.28930498816463e-06	2.51176091506045e-05
ENSG00000237781	RP11-54A4.2	6	19.5	0.307692307692308	-1.70043971814109	39	6.16852962590427e-05	0	8.5216451729438e-06	4.55682545815082e-05
ENSG00000222894	AL662800.1	4	13	0.307692307692308	-1.70043971814109	47.5	7.20174276774004e-06	0	2.26035716538926e-05	0.000107455580082015
ENSG00000272579	RP11-101E13.5	169	52	3.25	1.70043971814109	370.5	3.26918321198209e-05	0	2.99493058279948e-05	0.000137821361826398
ENSG00000112981	NME5	26	8	3.25	1.70043971814109	368	0.000171184824573677	0	3.87926838213912e-05	0.000172865181976597
ENSG00000114124	GRK7	8	26	0.307692307692308	-1.70043971814109	63	0.00559919249666537	0	0.00012952679056833	0.000500161749588272
ENSG00000148488	ST8SIA6	39	12	3.25	1.70043971814109	322.5	0.00114080504796592	0.001	0.00346426336157435	0.0089233084365781
ENSG00000277669	AC009133.22	13	4	3.25	1.70043971814109	320.5	0.0316678230169032	0.001	0.00406555588479075	0.0102353109377542
ENSG00000055732	MCOLN3	39	12	3.25	1.70043971814109	316.5	0.00646548081592105	0.004	0.00564516496143204	0.0136037636743327
ENSG00000197635	DPP4	195	60	3.25	1.70043971814109	312	0.0202405262156655	0.005	0.00811035097755933	0.0186198841911694
ENSG00000121289	CEP89	341	105	3.24761904761905	1.69938241135805	418	7.02354572966201e-09	0	6.21536322706382e-08	7.59350709162594e-07
ENSG00000130052	STARD8	454	140	3.24285714285714	1.69726547034595	416	7.43634983565915e-07	0	8.3180541476645e-08	9.2295892027953e-07
ENSG00000260807	RP11-161M6.2	35	113.5	0.308370044052863	-1.69726547034595	145	0.0211287849078513	0.001	0.092469877612294	0.150318868731394
ENSG00000118156	ZNF541	47	14.5	3.24137931034483	1.69660785655007	319.5	0.00194790117951542	0	0.00443701109033933	0.0110518649393422
ENSG00000000971	CFH	1721	531	3.24105461393597	1.69646333123605	373	9.13507814273956e-05	0	5.02785770262182e-06	2.87087615271408e-05
ENSG00000215154	AC141586.5	46	149	0.308724832214765	-1.69560656440515	16	1.14227752711992e-11	0	4.47039817492438e-07	3.55852516532379e-06
ENSG00000143878	RHOB	11943	3688	3.23834056399132	1.69525471638317	310.5	0.00485420453840796	0	0.00909888453785899	0.0206084505538519
ENSG00000274068	RP11-475E11.9	21	68	0.308823529411765	-1.69514541847158	98.5	0.00138740289886857	0	0.00377814855655918	0.00960748707020244
ENSG00000183625	CCR3	68	21	3.23809523809524	1.69514541847158	316.5	0.0180405873664577	0	0.00567869747954384	0.0136728658155439
ENSG00000034152	MAP2K3	4740	1464.5	3.23659952202117	1.69447886590625	383	3.05994669984911e-06	0	8.5420022972883e-07	6.17688643185563e-06
ENSG00000239650	GUSBP4	17	55	0.309090909090909	-1.69389687227432	25.5	3.12732000836771e-06	0	1.58225174184509e-06	1.0543885888758e-05
ENSG00000278144	NEAT1_1	374	1209.5	0.309218685407193	-1.69330059409229	103	0.00381275672227737	0	0.00546983514952984	0.013231469727622
ENSG00000169439	SDC2	1265	4090.5	0.309253147536976	-1.69313981605475	37	1.9601438801551e-06	0	8.5420022972883e-07	6.17688643185563e-06
ENSG00000163376	KBTBD8	103	333	0.309309309309309	-1.69287783988804	156.5	0.496478863435218	0.018	0.166846578414132	0.245883765436427
ENSG00000188352	FOCAD	617	1993.5	0.309505894156007	-1.69196121084791	2	5.87111475959263e-08	0	2.9725528895692e-11	4.61213816448513e-09
ENSG00000251669	FAM86EP	21	6.5	3.23076923076923	1.69187770463767	403	2.49104573043939e-06	0	4.90480448242079e-07	3.85363526021139e-06
ENSG00000198734	F5	13	42	0.30952380952381	-1.69187770463767	100	0.0132018140529257	0.003	0.00426187563608431	0.0106533374868757
ENSG00000274642	CH17-472G23.1	422	1363	0.309611151870873	-1.69147065809802	153	0.133397250570547	0.035	0.141837124600228	0.214975812648834
ENSG00000154096	THY1	124	400.5	0.309612983770287	-1.69146212202183	113.5	0.0253219299833151	0.011	0.0122803723048719	0.0266297717912953
ENSG00000198336	MYL4	11	35.5	0.309859154929577	-1.69031550086738	53	0.0559337259646854	0	4.39001866416996e-05	0.000192963010879922
ENSG00000216937	CCDC7	71	22	3.22727272727273	1.69031550086738	404	2.85474878161161e-06	0	4.39379407094741e-07	3.51950049463491e-06
ENSG00000166925	TSC22D4	626	194	3.22680412371134	1.69010600474549	417	1.7432683226546e-12	0	7.19736593507415e-08	8.35242024444264e-07
ENSG00000128016	ZFP36	7376	2287	3.22518583296895	1.68938229001767	366	0.000388982044111041	0	1.52293471015699e-05	7.59540077540965e-05
ENSG00000145386	CCNA2	20	64.5	0.310077519379845	-1.68929916053589	119.5	0.0422701962274427	0.007	0.0188747210969555	0.0387511562129132
ENSG00000085840	ORC1	9	29	0.310344827586207	-1.68805599368526	70.5	0.000567334566013069	0	0.000285002280060476	0.0010017784389211
ENSG00000101098	RIMS4	58	18	3.22222222222222	1.68805599368526	338.5	0.000853891800391492	0.002	0.000837043217831903	0.00256435581582364
ENSG00000265458	RP13-20L14.6	9	29	0.310344827586207	-1.68805599368526	87.5	0.000522718875164551	0	0.00143614322929559	0.00411385409700097
ENSG00000126016	AMOT	2334	7517	0.310496208593854	-1.68735244279021	67	0.000338565475172721	0	9.45919017960888e-05	0.000379156514420653
ENSG00000216895	AC009403.2	34	109.5	0.310502283105023	-1.68732421835083	66.5	0.000681647484262272	0	0.000188614118981384	0.0006962609993496
ENSG00000178796	RIIAD1	16	51.5	0.310679611650485	-1.68650052718322	134.5	0.0855392379908981	0.012	0.0503669960650135	0.0899588519782993
ENSG00000183718	TRIM52	318	1023.5	0.310698583292623	-1.68641243173906	0	3.25803530552855e-06	0	4.63793323910126e-08	6.40848620484628e-07
ENSG00000131398	KCNC3	23	74	0.310810810810811	-1.68589140957194	11	8.8677450717209e-06	0	2.22974298280235e-07	2.00717612956237e-06
ENSG00000260000	RP3-467N11.1	23	74	0.310810810810811	-1.68589140957194	20.5	9.65875751458723e-06	0	8.14476131214577e-07	5.94636982793006e-06
ENSG00000270457	RP11-467C18.1	23	74	0.310810810810811	-1.68589140957194	42.5	2.4033106474497e-05	0	1.3161250568835e-05	6.68063993969332e-05
ENSG00000247982	LINC00926	23	74	0.310810810810811	-1.68589140957194	74.5	0.00296274366342743	0	0.00042411293079726	0.00141646530531525
ENSG00000236534	H3F3BP1	44	141.5	0.31095406360424	-1.68522662419459	4	2.733399620233e-08	0	8.20052869026635e-08	9.2295892027953e-07
ENSG00000109794	FAM149A	198	636.5	0.311076197957581	-1.68466008382175	35	5.60189248538484e-05	0	5.32617913737197e-06	3.02108117161528e-05
ENSG00000273008	RP11-351D16.3	7	22.5	0.311111111111111	-1.68449817427207	56	0.000335722813409506	0	6.10196711804814e-05	0.000256483067536558
ENSG00000197106	SLC6A17	7	22.5	0.311111111111111	-1.68449817427207	122.5	0.131891769320211	0	0.0229962245019057	0.0458923034038943
ENSG00000112031	MTRF1L	826	2653.5	0.311286979461089	-1.68368286199217	2	2.52714086128658e-10	0	6.22355440394615e-08	7.59350709162594e-07
ENSG00000070061	IKBKAP	824	2646.5	0.311354619308521	-1.68336941145166	18	9.62332126029581e-08	0	1.1867917411605e-08	5.02918951818661e-07
ENSG00000255152	MSH5-SAPCD1	61	19	3.21052631578947	1.6828098241193	361	0.000187801635878729	0	8.61144805085956e-05	0.000349513046018924
ENSG00000270638	RP3-466P17.1	12	38.5	0.311688311688312	-1.68182403997375	70	0.000397221030670352	0	0.000271768913569335	0.000958855226836839
ENSG00000158560	DYNC1I1	117	36.5	3.20547945205479	1.68054016070339	325	0.00939612388840662	0	0.00281930385283072	0.00742643014288533
ENSG00000158869	FCER1G	189	59	3.20338983050847	1.67959937485923	318	0.0863615969174514	0.003	0.00504440647665428	0.0123031339360155
ENSG00000166923	GREM1	189	59	3.20338983050847	1.67959937485923	300	0.00778176986659148	0.01	0.0195353165842189	0.0399747922760015
ENSG00000278445	RP11-255P5.3	164	525	0.312380952380952	-1.6786216079354	134.5	0.0201280945069195	0.01	0.0503970893555179	0.0899588519782993
ENSG00000216657	GLRX3P2	16	5	3.2	1.67807190511264	373	5.02525590613875e-05	0	2.11288529575951e-05	0.000101324908135656
ENSG00000212123	PRR22	16	5	3.2	1.67807190511264	358	0.000120939667451428	0	0.000116690431798641	0.000457043323115131
ENSG00000138400	MDH1B	32	10	3.2	1.67807190511264	347.5	7.4717762772247e-05	0.001	0.000346552172414457	0.00118844597240287
ENSG00000101670	LIPG	24	7.5	3.2	1.67807190511264	318	0.0176673526701983	0.013	0.00501197043309285	0.0122867476218082
ENSG00000243944	RP11-167H9.4	16	5	3.2	1.67807190511264	290	0.54265522938262	0.012	0.0377548620921256	0.0700790841677972
ENSG00000264151	RP11-739N10.1	32	10	3.2	1.67807190511264	281	0.0234937839501679	0.037	0.0655230282058417	0.11233055798945
ENSG00000226803	RP11-203B9.4	5	16	0.3125	-1.67807190511264	30.5	0.000631031511785539	0	2.89884299626193e-06	1.79346000757743e-05
ENSG00000266648	SETP3	5	16	0.3125	-1.67807190511264	32.5	1.55388739204983e-05	0	3.69174050089444e-06	2.20308136190566e-05
ENSG00000279168	HSPC047	5	16	0.3125	-1.67807190511264	40	0.000191691819680991	0	9.5689526591596e-06	5.05528192976426e-05
ENSG00000231154	MORF4L2-AS1	5	16	0.3125	-1.67807190511264	50.5	0.000253678899425438	0	3.16575787637995e-05	0.000144694207872598
ENSG00000237976	RP11-126K1.6	5	16	0.3125	-1.67807190511264	55.5	0.000232819798746718	0	5.79484668209418e-05	0.000244774820730259
ENSG00000227542	AC092614.2	5	16	0.3125	-1.67807190511264	74	0.000128658099381694	0	0.00039572104512939	0.00133407753537633
ENSG00000146950	SHROOM2	10	32	0.3125	-1.67807190511264	101	0.00981740477761146	0.007	0.00460975309486446	0.0114165248932078
ENSG00000183346	C10orf107	5	16	0.3125	-1.67807190511264	103	0.109374092094053	0.001	0.0053745539409214	0.0130522042649564
ENSG00000197362	ZNF786	83	26	3.19230769230769	1.67459971320583	412.5	1.26981673528867e-08	0	1.35612015127037e-07	1.33133018341697e-06
ENSG00000197021	CXorf40B	309	985.5	0.313546423135464	-1.67324903313911	0	1.50355265538305e-10	0	7.43138222392301e-12	1.57457405077853e-09
ENSG00000213280	RP11-212P7.1	51	16	3.1875	1.6724253419715	408	1.55150466544634e-07	0	2.53910326763159e-07	2.23262070007499e-06
ENSG00000204410	MSH5	51	16	3.1875	1.6724253419715	380	1.160128001883e-05	0	9.73293521007507e-06	5.11979413546528e-05
ENSG00000108405	P2RX1	16	51	0.313725490196078	-1.6724253419715	67.5	0.0396197834504089	0.001	0.000211172410352402	0.00076972851387238
ENSG00000010292	NCAPD2	429	1367	0.313825896122897	-1.67196369010651	10	3.40641444547838e-10	0	1.95474029616898e-07	1.7932103135945e-06
ENSG00000099308	MAST3	223	70	3.18571428571429	1.67161688297534	375	4.23645583364506e-05	0	1.78126638707682e-05	8.70748056495874e-05
ENSG00000241511	RPS15AP24	19	60.5	0.31404958677686	-1.67093572383101	7	1.7825782907726e-07	0	1.23618290524217e-07	1.24471048276939e-06
ENSG00000198948	MFAP3L	519	163	3.1840490797546	1.6708625741268	406.5	2.33301272460706e-06	0	3.18260084647269e-07	2.6834895027704e-06
ENSG00000185164	NOMO2	983	3128.5	0.314208086942624	-1.67020778235876	1	8.65294824204337e-06	0	1.4862764447846e-11	2.762931824951e-09
ENSG00000267370	CTD-2623N2.3	11	35	0.314285714285714	-1.66985139830767	42.5	1.51929346244016e-05	0	1.30815241452398e-05	6.64873441531982e-05
ENSG00000229221	HNRNPA1P66	11	35	0.314285714285714	-1.66985139830767	99	0.0145270303898398	0	0.00393193474126304	0.00993190284278787
ENSG00000182324	KCNJ14	64	203.5	0.314496314496314	-1.66888498426625	67.5	0.00786111521860459	0	0.000212251011282941	0.00077229534891144
ENSG00000185070	FLRT2	295	938	0.314498933901919	-1.66887296826617	86	0.00308555635532138	0	0.00127623594551837	0.00369718160929719
ENSG00000172183	ISG20	89	28	3.17857142857143	1.66837850890879	336	0.00560088362078856	0.003	0.00106033838196638	0.00315779632995268
ENSG00000149483	TMEM138	259	81.5	3.17791411042945	1.66808013345548	420	1.14276892982724e-07	0	4.63793323910126e-08	6.40848620484628e-07
ENSG00000248636	RP11-768F21.1	79	251	0.314741035856574	-1.66776280577367	43	0.00026322309986903	0	1.40285295083733e-05	7.07711658890161e-05
ENSG00000164736	SOX17	486	153	3.17647058823529	1.66742466091313	353	5.56022859555094e-05	0.001	0.000201721589818379	0.000736779226574822
ENSG00000105374	NKG7	27	8.5	3.17647058823529	1.66742466091313	319.5	0.00776379384734989	0	0.00445258975927604	0.0110822636360407
ENSG00000174365	SNHG11	111	352.5	0.314893617021277	-1.66706358093605	10	6.49969332167492e-08	0	1.95235628818393e-07	1.7932103135945e-06
ENSG00000185745	IFIT1	743	2358.5	0.31503073987704	-1.666435484991	41	6.34205482065917e-06	0	1.78832497527595e-06	1.17379621319901e-05
ENSG00000068024	HDAC4	2069	652	3.17331288343558	1.66598977562893	385	0.000193398857635694	0	5.80554442097313e-07	4.43920267036382e-06
ENSG00000221767	MIR1307	111	35	3.17142857142857	1.66513284940514	323	0.000189475974998619	0	0.00334103192713373	0.00861844481400216
ENSG00000167118	URM1	1262	398	3.17085427135678	1.6648715744389	420	5.55811294925486e-13	0	4.63793323910126e-08	6.40848620484628e-07
ENSG00000111752	PHC1	442	1401	0.315488936473947	-1.66433868103939	0	3.73710248175735e-15	0	4.63793323910126e-08	6.40848620484628e-07
ENSG00000179862	CITED4	572	180.5	3.16897506925208	1.66401630989122	372.5	7.011440747646e-05	0	2.38245279710988e-05	0.000112484136921809
ENSG00000258704	SRP54-AS1	12	38	0.315789473684211	-1.66296501272243	5.5	1.16089838589862e-08	0	9.85765279356712e-08	1.04770791961834e-06
ENSG00000230793	SMARCE1P5	9	28.5	0.315789473684211	-1.66296501272243	13.5	4.24524151796825e-05	0	3.10829856519497e-07	2.64346237493167e-06
ENSG00000280195	XX-FW83563B9.5	6	19	0.315789473684211	-1.66296501272243	20.5	2.06326219037965e-07	0.001	7.80996984131888e-07	5.72102065885459e-06
ENSG00000255517	CTD-3074O7.5	51	161.5	0.315789473684211	-1.66296501272243	28	7.59379632387942e-06	0	2.19588757227116e-06	1.40271886406377e-05
ENSG00000106868	SUSD1	76	24	3.16666666666667	1.66296501272243	360	0.000696858186419029	0	9.6080573137174e-05	0.000384654143370178
ENSG00000173714	WFIKKN2	76	24	3.16666666666667	1.66296501272243	329	0.00127995558324462	0	0.00198587413788712	0.0054698979433975
ENSG00000237512	UNC5B-AS1	19	6	3.16666666666667	1.66296501272243	305.5	0.0371807897607473	0.023	0.0130841761349539	0.0281651399103415
ENSG00000248538	RP11-10A14.5	19	6	3.16666666666667	1.66296501272243	305.5	0.0180656299792037	0.001	0.0131160304881019	0.0282275426789044
ENSG00000109099	PMP22	7706	2434.5	3.16533169028548	1.66235668539042	315	0.268253761699692	0.008	0.00551061994789384	0.0132844098450267
ENSG00000124787	RPP40	109	345	0.315942028985507	-1.6622682268886	27.5	3.6766735066326e-07	0	2.05475706383263e-06	1.32533512087797e-05
ENSG00000110888	CAPRIN2	299	946	0.316067653276956	-1.66169469914129	3	4.18680498997267e-06	0	7.19736593507415e-08	8.35242024444264e-07
ENSG00000248527	MTATP6P1	103161	326232	0.316219745457221	-1.66100063932325	146	0.00846367597140409	0	0.0980093932093149	0.157629374240087
ENSG00000160223	ICOSLG	25	79	0.316455696202532	-1.65992455840238	32.5	1.37074594485473e-05	0	3.89475660136153e-06	2.30399816360939e-05
ENSG00000171004	HS6ST2	69	218	0.31651376146789	-1.65965986799876	83	0.00382728158409956	0	0.000968503024036198	0.00291497664405579
ENSG00000244026	FAM86DP	169	53.5	3.1588785046729	1.65941244988104	398.5	3.27870734414543e-09	0	9.37728155060599e-07	6.71680599617197e-06
ENSG00000260428	SCX	229	72.5	3.15862068965517	1.65929469808201	328.5	0.0350737111022511	0.001	0.00208431800868585	0.00569113131086574
ENSG00000219529	AP000580.1	30	9.5	3.15789473684211	1.65896308216493	350	0.00118508914783305	0	0.000269096602518157	0.000949766891029964
ENSG00000128242	GAL3ST1	30	9.5	3.15789473684211	1.65896308216493	324	0.326220376249364	0.009	0.00305916610961186	0.00799269002783105
ENSG00000257017	HP	30	9.5	3.15789473684211	1.65896308216493	305	0.143689754220165	0.035	0.0136902997274062	0.0291927123748765
ENSG00000241351	IGKV3-11	153	48.5	3.15463917525773	1.65747500050552	252.5	0.257596602845954	0.048	0.273258994618766	0.368131244498361
ENSG00000135587	SMPD2	65	205	0.317073170731707	-1.65711228647699	30	7.79479796517637e-06	0	2.84189739809894e-06	1.75933359187998e-05
ENSG00000253549	RP11-317J10.2	41	13	3.15384615384615	1.65711228647699	377.5	3.95780249736992e-05	0	1.30701663999932e-05	6.64751674072351e-05
ENSG00000144426	NBEAL1	993	315	3.15238095238095	1.6564418891411	392	3.06942574517683e-08	0	2.20035727420509e-06	1.40271886406377e-05
ENSG00000259248	USP3-AS1	23	72.5	0.317241379310345	-1.65634713395792	45.5	1.35487651997723e-05	0	1.87625222293778e-05	9.14910914451595e-05
ENSG00000224281	SLC25A5-AS1	56	176.5	0.31728045325779	-1.65616945121358	20	9.37208017287617e-08	0	7.69395024800919e-07	5.64646137037259e-06
ENSG00000188290	HES4	208	66	3.15151515151515	1.65604559878264	349	0.00338799616191417	0	0.00030323802653988	0.0010540316304407
ENSG00000131791	PRKAB2	4202	13241.5	0.317335649284447	-1.65591849308687	60	0.000164377556628948	0	3.66157430033045e-05	0.000164204191142493
ENSG00000227081	RP11-543P15.1	367	116.5	3.15021459227468	1.65545010818893	404	7.43600870005841e-10	0	6.79971473488955e-09	3.54466610716928e-07
ENSG00000224892	RPS4XP16	63	20	3.15	1.65535182861255	411	4.77129999084537e-11	0	1.66901623821358e-07	1.58419869816949e-06
ENSG00000119969	HELLS	20	63	0.317460317460317	-1.65535182861255	57.5	0.00131811580228104	0	7.31878352963113e-05	0.000301330191081031
ENSG00000263001	GTF2I	961	3027	0.317476048893294	-1.65528033905376	24	3.10893144220975e-05	0	5.43754237324447e-08	6.97570133234259e-07
ENSG00000277283	RP1-267D11.6	51	160.5	0.317757009345794	-1.65400414515081	17	8.05743100023732e-06	0	5.09343492573033e-07	3.98911507199984e-06
ENSG00000183091	NEB	231980	729891.5	0.317828060746015	-1.65368159036468	86	0.0011212391605622	0	0.000885146051036749	0.0026858335287464
ENSG00000249773	MRPS17	774	246	3.14634146341463	1.65367525080517	420	1.38651326403481e-11	0	4.64416051789926e-08	6.40848620484628e-07
ENSG00000116396	KCNC4	191	600.5	0.318068276436303	-1.65259160766989	7	6.96680702033004e-05	0	3.34412200076536e-10	3.85356280848429e-08
ENSG00000177640	CASC2	11	3.5	3.14285714285714	1.65207669657969	396	2.19309303207237e-05	0.001	1.23556406517728e-06	8.51286360290849e-06
ENSG00000225392	AC016700.4	22	7	3.14285714285714	1.65207669657969	393.5	4.45862135424028e-07	0	1.7575934919392e-06	1.16141447882837e-05
ENSG00000224623	RP11-247I13.8	11	3.5	3.14285714285714	1.65207669657969	379	6.74650875644592e-05	0	1.05595129859603e-05	5.50172404517049e-05
ENSG00000186019	AC084219.4	11	3.5	3.14285714285714	1.65207669657969	360.5	0.000365266688716173	0	8.68629455747112e-05	0.000351609355495005
ENSG00000163694	RBM47	44	14	3.14285714285714	1.65207669657969	311	0.0535735888579479	0.004	0.00868776407105183	0.0198001840180518
ENSG00000177335	C8orf31	7	22	0.318181818181818	-1.65207669657969	118	0.00354902388762649	0	0.0167839927035203	0.0349718278759508
ENSG00000137166	FOXP4	542	172.5	3.14202898550725	1.65169648968834	411	1.36212096089346e-09	0	1.69809119038341e-07	1.59034633586051e-06
ENSG00000170089	RP11-423H2.1	156	490	0.318367346938775	-1.65123572014032	4	3.37866491826596e-11	0	8.307309998177e-08	9.2295892027953e-07
ENSG00000099337	KCNK6	18	56.5	0.31858407079646	-1.65025396097288	28.5	1.2529859065239e-05	0	2.3391660916158e-06	1.48544208299353e-05
ENSG00000164708	PGAM2	34938	11137	3.13711053245937	1.64943636176732	345	0.000676395706555746	0	0.000256528089149937	0.000908825242125047
ENSG00000240671	IGKV1-8	149	47.5	3.13684210526316	1.64931291213121	252.5	0.28122446844725	0.05	0.273279890814786	0.368131244498361
ENSG00000213888	LINC01521	11	34.5	0.318840579710145	-1.64909283814087	32.5	1.92177430093048e-05	0	3.864668229488e-06	2.29654063516469e-05
ENSG00000180422	LINC00304	11	34.5	0.318840579710145	-1.64909283814087	57.5	3.18874640765746e-05	0	7.27644947993447e-05	0.000299712451927485
ENSG00000116039	ATP6V1B1	11	34.5	0.318840579710145	-1.64909283814087	74	0.0490368766187021	0	0.000401569002350147	0.00135286667657884
ENSG00000279602	CTD-3014M21.1	36	11.5	3.1304347826087	1.6463630453853	334.5	0.0133393928103125	0.002	0.00121335544017644	0.00354104990353624
ENSG00000226314	ZNF192P1	70	219	0.319634703196347	-1.64550404265621	11.5	8.26699360825996e-06	0	2.40257502786594e-07	2.12967795430042e-06
ENSG00000060558	GNA15	25	8	3.125	1.64385618977472	313.5	0.0862168198632104	0.002	0.00716607165393976	0.0167446272905114
ENSG00000266184	RP11-552O4.2	4	12.5	0.32	-1.64385618977472	31	5.03582074282838e-05	0	2.92449957521618e-06	1.8079135969866e-05
ENSG00000272389	CTC-487M23.7	4	12.5	0.32	-1.64385618977472	56	0.000253682643244514	0	5.90986106447295e-05	0.000248514324104651
ENSG00000214146	RP11-699L21.1	4	12.5	0.32	-1.64385618977472	65	0.0437396764554896	0	0.000159305481932673	0.00059952530967978
ENSG00000154898	CCDC144CP	4	12.5	0.32	-1.64385618977472	75.5	0.00175598926518131	0	0.000461753913104298	0.00152053156044789
ENSG00000099869	IGF2-AS	4	12.5	0.32	-1.64385618977472	112.5	0.0565570347635476	0.003	0.0110838570700538	0.0243323756200323
